Date,SiteID,Adjacency,ThawDep_cm,Lat_WGS84,Lon_WGS84,X_UTMz6,Y_UTMz6,Altitude_m
20190908,APEX1,Seismometer,76,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190908,APEX1,Seismometer,83,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190908,APEX1,Seismometer,81,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190908,APEX1,Seismometer,76,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190908,APEX1,Seismometer,79,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190908,APEX1,NMR borehole,70,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190908,APEX1,NMR borehole,71,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190908,APEX1,NMR borehole,73,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190908,APEX1,NMR borehole,72,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190908,APEX1,NMR borehole,71,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190908,APEX2,Seismometer,66,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190908,APEX2,Seismometer,70,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190908,APEX2,Seismometer,64,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190908,APEX2,Seismometer,77,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190908,APEX2,Seismometer,69,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190908,APEX2,NMR borehole,97,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190908,APEX2,NMR borehole,100,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190908,APEX2,NMR borehole,102,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190908,APEX2,NMR borehole,98,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190908,APEX2,NMR borehole,99,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190908,APEX3,Seismometer,54,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190908,APEX3,Seismometer,59,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190908,APEX3,Seismometer,50,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190908,APEX3,Seismometer,54,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190908,APEX3,Seismometer,54,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190908,APEX3,NMR borehole,46,64.696279,-148.3226,436926.8791,7175264.345,133.33
20190908,APEX3,NMR borehole,57,64.696279,-148.3226,436926.8791,7175264.345,133.33
