Site,Treatment,Plot,Year,Date,Ice_Depth_cm
Permafrost Plateau ,Control,PPC4,2019,9/13/2019,68
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/13/2019,92
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/13/2019,53
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/13/2019,94
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/13/2019,65
Permafrost Plateau ,July-Active,PPJA1,2019,9/13/2019,63
Permafrost Plateau ,July-Active,PPJA2,2019,9/13/2019,54
Permafrost Plateau ,July-Active,PPJA3,2019,9/13/2019,85
Permafrost Plateau ,July-Active,PPJA4,2019,9/13/2019,84.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/13/2019,64
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/13/2019,79
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/13/2019,50
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/13/2019,78
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/13/2019,74
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/13/2019,76
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/13/2019,77
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/13/2019,98
Permafrost Plateau ,Control,PPC1,2019,9/18/2019,65
Permafrost Plateau ,Control,PPC2,2019,9/18/2019,55
Permafrost Plateau ,Control,PPC3,2019,9/18/2019,58
Permafrost Plateau ,Control,PPC4,2019,9/18/2019,78
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/18/2019,98
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/18/2019,49
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/18/2019,98
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/18/2019,68
Permafrost Plateau ,July-Active,PPJA1,2019,9/18/2019,65
Permafrost Plateau ,July-Active,PPJA2,2019,9/18/2019,55
Permafrost Plateau ,July-Active,PPJA3,2019,9/18/2019,95
Permafrost Plateau ,July-Active,PPJA4,2019,9/18/2019,84
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/18/2019,56
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/18/2019,67
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/18/2019,55.5
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/18/2019,84
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/18/2019,82
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/18/2019,82
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/18/2019,73
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/18/2019,101
Active Margin,Control-Hole,AMCH1,2019,9/18/2019,114
Active Margin,Control-Hole,AMCH2,2019,9/18/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/18/2019,120
Active Margin,July-Active,AMJA1,2019,9/18/2019,110
Active Margin,July-Active,AMJA2,2019,9/18/2019,120
Active Margin,July-Active,AMJA3,2019,9/18/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/18/2019,104
Active Margin,Sept-Active,AMSA2,2019,9/18/2019,100
Active Margin,Sept-Active,AMSA3,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD2,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/18/2019,114
Active Margin,Control-Hole,AMCH1,2019,9/22/2019,120
Active Margin,Control-Hole,AMCH1,2019,9/24/2019,102
Active Margin,Control-Hole,AMCH2,2019,9/22/2019,120
Active Margin,Control-Hole,AMCH2,2019,9/24/2019,118
Active Margin,Control-Hole,AMCH3,2019,9/22/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/24/2019,120
Active Margin,July-Active,AMJA1,2019,9/22/2019,114
Active Margin,July-Active,AMJA1,2019,9/24/2019,120
Active Margin,July-Active,AMJA2,2019,9/22/2019,120
Active Margin,July-Active,AMJA2,2019,9/24/2019,120
Active Margin,July-Active,AMJA3,2019,9/22/2019,120
Active Margin,July-Active,AMJA3,2019,9/24/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/22/2019,95
Active Margin,Sept-Active,AMSA1,2019,9/24/2019,96
Active Margin,Sept-Active,AMSA2,2019,9/22/2019,110
Active Margin,Sept-Active,AMSA2,2019,9/24/2019,112
Active Margin,Sept-Active,AMSA3,2019,9/22/2019,120
Active Margin,Sept-Active,AMSA3,2019,9/24/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/24/2019,112
Active Margin,Sept-Deep,AMSD2,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD2,2019,9/24/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/24/2019,112
Permafrost Plateau ,Control,PPC1,2019,9/22/2019,62
Permafrost Plateau ,Control,PPC1,2019,9/23/2019,64
Permafrost Plateau ,Control,PPC2,2019,9/22/2019,58
Permafrost Plateau ,Control,PPC2,2019,9/23/2019,57
Permafrost Plateau ,Control,PPC3,2019,9/22/2019,60
Permafrost Plateau ,Control,PPC3,2019,9/23/2019,61
Permafrost Plateau ,Control,PPC4,2019,9/22/2019,72
Permafrost Plateau ,Control,PPC4,2019,9/23/2019,77
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/22/2019,76
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/23/2019,99
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/22/2019,56
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/23/2019,52
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/22/2019,93
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/23/2019,95
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/22/2019,70
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/23/2019,75
Permafrost Plateau ,July-Active,PPJA1,2019,9/22/2019,65
Permafrost Plateau ,July-Active,PPJA1,2019,9/23/2019,64
Permafrost Plateau ,July-Active,PPJA2,2019,9/22/2019,58
Permafrost Plateau ,July-Active,PPJA2,2019,9/23/2019,47
Permafrost Plateau ,July-Active,PPJA3,2019,9/22/2019,71
Permafrost Plateau ,July-Active,PPJA3,2019,9/23/2019,80
Permafrost Plateau ,July-Active,PPJA4,2019,9/22/2019,81
Permafrost Plateau ,July-Active,PPJA4,2019,9/23/2019,81
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/22/2019,65
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/23/2019,61
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/22/2019,72
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/23/2019,82
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/22/2019,57
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/23/2019,56
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/22/2019,84
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/23/2019,94
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/22/2019,84
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/23/2019,80
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/22/2019,75
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/23/2019,79
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/22/2019,63
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/23/2019,71
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/22/2019,98
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/23/2019,100
Active Margin,Control-Hole,AMCH1,2019,9/13/2019,112
Active Margin,Control-Hole,AMCH2,2019,9/13/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/13/2019,120
Active Margin,July-Active,AMJA1,2019,9/13/2019,120
Active Margin,July-Active,AMJA2,2019,9/13/2019,120
Active Margin,July-Active,AMJA3,2019,9/13/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/13/2019,106
Active Margin,Sept-Active,AMSA2,2019,9/13/2019,102
Active Margin,Sept-Active,AMSA3,2019,9/13/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/13/2019,104
Active Margin,Sept-Deep,AMSD2,2019,9/13/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/13/2019,112
Permafrost Plateau ,Control,PPC1,2019,9/13/2019,69
Permafrost Plateau ,Control,PPC2,2019,9/13/2019,54
Permafrost Plateau ,Control,PPC3,2019,9/13/2019,67
Permafrost Plateau ,Control,PPC4,2019,9/13/2019,68
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/13/2019,92
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/13/2019,53
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/13/2019,94
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/13/2019,65
Permafrost Plateau ,July-Active,PPJA1,2019,9/13/2019,63
Permafrost Plateau ,July-Active,PPJA2,2019,9/13/2019,54
Permafrost Plateau ,July-Active,PPJA3,2019,9/13/2019,85
Permafrost Plateau ,July-Active,PPJA4,2019,9/13/2019,84.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/13/2019,64
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/13/2019,79
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/13/2019,50
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/13/2019,78
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/13/2019,74
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/13/2019,76
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/13/2019,77
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/13/2019,98
Active Margin,Control-Hole,AMCH1,2019,9/18/2019,114
Active Margin,Control-Hole,AMCH2,2019,9/18/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/18/2019,120
Active Margin,July-Active,AMJA1,2019,9/18/2019,110
Active Margin,July-Active,AMJA2,2019,9/18/2019,120
Active Margin,July-Active,AMJA3,2019,9/18/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/18/2019,104
Active Margin,Sept-Active,AMSA2,2019,9/18/2019,100
Active Margin,Sept-Active,AMSA3,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD2,2019,9/18/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/18/2019,114
Permafrost Plateau ,Control,PPC1,2019,9/18/2019,65
Permafrost Plateau ,Control,PPC2,2019,9/18/2019,55
Permafrost Plateau ,Control,PPC3,2019,9/18/2019,58
Permafrost Plateau ,Control,PPC4,2019,9/18/2019,78
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/18/2019,98
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/18/2019,49
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/18/2019,98
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/18/2019,68
Permafrost Plateau ,July-Active,PPJA1,2019,9/18/2019,65
Permafrost Plateau ,July-Active,PPJA2,2019,9/18/2019,55
Permafrost Plateau ,July-Active,PPJA3,2019,9/18/2019,95
Permafrost Plateau ,July-Active,PPJA4,2019,9/18/2019,84
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/18/2019,56
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/18/2019,67
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/18/2019,55.5
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/18/2019,84
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/18/2019,82
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/18/2019,82
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/18/2019,73
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/18/2019,101
Active Margin,Control-Hole,AMCH1,2019,9/22/2019,120
Active Margin,Control-Hole,AMCH2,2019,9/22/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/22/2019,120
Active Margin,July-Active,AMJA1,2019,9/22/2019,114
Active Margin,July-Active,AMJA2,2019,9/22/2019,120
Active Margin,July-Active,AMJA3,2019,9/22/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/22/2019,95
Active Margin,Sept-Active,AMSA2,2019,9/22/2019,110
Active Margin,Sept-Active,AMSA3,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD2,2019,9/22/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/22/2019,120
Permafrost Plateau ,Control,PPC1,2019,9/22/2019,62
Permafrost Plateau ,Control,PPC2,2019,9/22/2019,58
Permafrost Plateau ,Control,PPC3,2019,9/22/2019,60
Permafrost Plateau ,Control,PPC4,2019,9/22/2019,72
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/22/2019,76
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/22/2019,56
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/22/2019,93
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/22/2019,70
Permafrost Plateau ,July-Active,PPJA1,2019,9/22/2019,65
Permafrost Plateau ,July-Active,PPJA2,2019,9/22/2019,58
Permafrost Plateau ,July-Active,PPJA3,2019,9/22/2019,71
Permafrost Plateau ,July-Active,PPJA4,2019,9/22/2019,81
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/22/2019,65
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/22/2019,72
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/22/2019,57
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/22/2019,84
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/22/2019,84
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/22/2019,75
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/22/2019,63
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/22/2019,98
Permafrost Plateau ,Control,PPC1,2019,9/23/2019,64
Permafrost Plateau ,Control,PPC2,2019,9/23/2019,57
Permafrost Plateau ,Control,PPC3,2019,9/23/2019,61
Permafrost Plateau ,Control,PPC4,2019,9/23/2019,77
Permafrost Plateau ,Control-Hole,PPCH1,2019,9/23/2019,99
Permafrost Plateau ,Control-Hole,PPCH2,2019,9/23/2019,52
Permafrost Plateau ,Control-Hole,PPCH3,2019,9/23/2019,95
Permafrost Plateau ,Control-Hole,PPCH4,2019,9/23/2019,75
Permafrost Plateau ,July-Active,PPJA1,2019,9/23/2019,64
Permafrost Plateau ,July-Active,PPJA2,2019,9/23/2019,47
Permafrost Plateau ,July-Active,PPJA3,2019,9/23/2019,80
Permafrost Plateau ,July-Active,PPJA4,2019,9/23/2019,81
Permafrost Plateau ,Sept-Active,PPSA1,2019,9/23/2019,61
Permafrost Plateau ,Sept-Active,PPSA2,2019,9/23/2019,82
Permafrost Plateau ,Sept-Active,PPSA3,2019,9/23/2019,56
Permafrost Plateau ,Sept-Active,PPSA4,2019,9/23/2019,94
Permafrost Plateau ,Sept-Deep,PPSD1,2019,9/23/2019,80
Permafrost Plateau ,Sept-Deep,PPSD2,2019,9/23/2019,79
Permafrost Plateau ,Sept-Deep,PPSD3,2019,9/23/2019,71
Permafrost Plateau ,Sept-Deep,PPSD4,2019,9/23/2019,100
Active Margin,Control-Hole,AMCH1,2019,9/24/2019,102
Active Margin,Control-Hole,AMCH2,2019,9/24/2019,118
Active Margin,Control-Hole,AMCH3,2019,9/24/2019,120
Active Margin,July-Active,AMJA1,2019,9/24/2019,120
Active Margin,July-Active,AMJA2,2019,9/24/2019,120
Active Margin,July-Active,AMJA3,2019,9/24/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/24/2019,96
Active Margin,Sept-Active,AMSA2,2019,9/24/2019,112
Active Margin,Sept-Active,AMSA3,2019,9/24/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/24/2019,112
Active Margin,Sept-Deep,AMSD2,2019,9/24/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/24/2019,112
Active Margin,Control-Hole,AMCH1,2021,6/15/2021,43
Active Margin,Control-Hole,AMCH2,2021,6/15/2021,34
Active Margin,Control-Hole,AMCH3,2021,6/15/2021,33
Active Margin,July-Active,AMJA1,2021,6/15/2021,37
Active Margin,July-Active,AMJA2,2021,6/15/2021,35.5
Active Margin,July-Active,AMJA3,2021,6/15/2021,36.5
Active Margin,Sept-Active,AMSA1,2021,6/15/2021,35.5
Active Margin,Sept-Active,AMSA2,2021,6/15/2021,39.5
Active Margin,Sept-Active,AMSA3,2021,6/15/2021,35.5
Active Margin,Sept-Deep,AMSD1,2021,6/15/2021,32.5
Active Margin,Sept-Deep,AMSD2,2021,6/15/2021,33
Active Margin,Sept-Deep,AMSD3,2021,6/15/2021,46.5
Permafrost Plateau ,Control,PPC1,2021,6/15/2021,33
Permafrost Plateau ,Control,PPC2,2021,6/15/2021,25.5
Permafrost Plateau ,Control,PPC3,2021,6/15/2021,28
Permafrost Plateau ,Control,PPC4,2021,6/15/2021,29
Permafrost Plateau ,Control-Hole,PPCH1,2021,6/15/2021,32
Permafrost Plateau ,Control-Hole,PPCH2,2021,6/15/2021,21.5
Permafrost Plateau ,Control-Hole,PPCH3,2021,6/15/2021,38
Permafrost Plateau ,Control-Hole,PPCH4,2021,6/15/2021,25.5
Permafrost Plateau ,July-Active,PPJA1,2021,6/15/2021,29
Permafrost Plateau ,July-Active,PPJA2,2021,6/15/2021,20.5
Permafrost Plateau ,July-Active,PPJA3,2021,6/15/2021,30.5
Permafrost Plateau ,July-Active,PPJA3,2021,6/15/2021,32
Permafrost Plateau ,Sept-Active,PPSA1,2021,6/15/2021,28
Permafrost Plateau ,Sept-Active,PPSA2,2021,6/15/2021,29
Permafrost Plateau ,Sept-Active,PPSA3,2021,6/15/2021,24
Permafrost Plateau ,Sept-Active,PPSA4,2021,6/15/2021,33
Permafrost Plateau ,Sept-Deep,PPSD1,2021,6/15/2021,29
Permafrost Plateau ,Sept-Deep,PPSD2,2021,6/15/2021,33
Permafrost Plateau ,Sept-Deep,PPSD3,2021,6/15/2021,33
Permafrost Plateau ,Sept-Deep,PPSD4,2021,6/15/2021,33
Active Margin,Control-Hole,AMCH1,2021,6/28/2021,48.5
Active Margin,Control-Hole,AMCH2,2021,6/28/2021,47
Active Margin,Control-Hole,AMCH3,2021,6/28/2021,40.5
Active Margin,July-Active,AMJA1,2021,6/28/2021,42
Active Margin,July-Active,AMJA2,2021,6/28/2021,120
Active Margin,July-Active,AMJA3,2021,6/28/2021,120
Active Margin,Sept-Active,AMSA1,2021,6/28/2021,43
Active Margin,Sept-Active,AMSA2,2021,6/28/2021,50
Active Margin,Sept-Active,AMSA3,2021,6/28/2021,41.5
Active Margin,Sept-Deep,AMSD1,2021,6/28/2021,49
Active Margin,Sept-Deep,AMSD2,2021,6/28/2021,47
Active Margin,Sept-Deep,AMSD3,2021,6/28/2021,51.5
Permafrost Plateau ,Control,PPC1,2021,6/28/2021,32
Permafrost Plateau ,Control,PPC2,2021,6/28/2021,36
Permafrost Plateau ,Control,PPC3,2021,6/28/2021,35.5
Permafrost Plateau ,Control,PPC4,2021,6/28/2021,42
Permafrost Plateau ,Control-Hole,PPCH1,2021,6/28/2021,47.5
Permafrost Plateau ,Control-Hole,PPCH2,2021,6/28/2021,29.5
Permafrost Plateau ,Control-Hole,PPCH3,2021,6/28/2021,37.5
Permafrost Plateau ,Control-Hole,PPCH4,2021,6/28/2021,34
Permafrost Plateau ,July-Active,PPJA1,2021,6/28/2021,35
Permafrost Plateau ,July-Active,PPJA2,2021,6/28/2021,33
Permafrost Plateau ,July-Active,PPJA3,2021,6/28/2021,39.5
Permafrost Plateau ,July-Active,PPJA4,2021,6/28/2021,48
Permafrost Plateau ,Sept-Active,PPSA1,2021,6/28/2021,32
Permafrost Plateau ,Sept-Active,PPSA2,2021,6/28/2021,39
Permafrost Plateau ,Sept-Active,PPSA3,2021,6/28/2021,31
Permafrost Plateau ,Sept-Active,PPSA4,2021,6/28/2021,52.5
Permafrost Plateau ,Sept-Deep,PPSD1,2021,6/28/2021,35.5
Permafrost Plateau ,Sept-Deep,PPSD2,2021,6/28/2021,32
Permafrost Plateau ,Sept-Deep,PPSD3,2021,6/28/2021,35.5
Permafrost Plateau ,Sept-Deep,PPSD4,2021,6/28/2021,37.5
Active Margin,Control-Hole,AMCH1,2021,6/29/2021,41
Active Margin,Control-Hole,AMCH2,2021,6/29/2021,46.5
Active Margin,Control-Hole,AMCH3,2021,6/29/2021,43.5
Active Margin,July-Active,AMJA1,2021,6/29/2021,37.5
Active Margin,July-Active,AMJA2,2021,6/29/2021,120
Active Margin,July-Active,AMJA3,2021,6/29/2021,120
Active Margin,Sept-Active,AMSA1,2021,6/29/2021,46.5
Active Margin,Sept-Active,AMSA2,2021,6/29/2021,47
Active Margin,Sept-Active,AMSA3,2021,6/29/2021,53
Active Margin,Sept-Deep,AMSD1,2021,6/29/2021,45
Active Margin,Sept-Deep,AMSD2,2021,6/29/2021,38
Active Margin,Sept-Deep,AMSD3,2021,6/29/2021,52.5
Permafrost Plateau ,Control,PPC1,2021,6/29/2021,31.5
Permafrost Plateau ,Control,PPC2,2021,6/29/2021,29
Permafrost Plateau ,Control,PPC3,2021,6/29/2021,26.5
Permafrost Plateau ,Control,PPC4,2021,6/29/2021,36
Permafrost Plateau ,Control-Hole,PPCH1,2021,6/29/2021,45
Permafrost Plateau ,Control-Hole,PPCH2,2021,6/29/2021,38
Permafrost Plateau ,Control-Hole,PPCH3,2021,6/29/2021,51
Permafrost Plateau ,Control-Hole,PPCH4,2021,6/29/2021,32.5
Permafrost Plateau ,July-Active,PPJA1,2021,6/29/2021,33.5
Permafrost Plateau ,July-Active,PPJA2,2021,6/29/2021,27
Permafrost Plateau ,July-Active,PPJA3,2021,6/29/2021,36
Permafrost Plateau ,July-Active,PPJA4,2021,6/29/2021,41.5
Permafrost Plateau ,Sept-Active,PPSA1,2021,6/29/2021,27.5
Permafrost Plateau ,Sept-Active,PPSA2,2021,6/29/2021,32.5
Permafrost Plateau ,Sept-Active,PPSA3,2021,6/29/2021,28
Permafrost Plateau ,Sept-Active,PPSA4,2021,6/29/2021,44.5
Permafrost Plateau ,Sept-Deep,PPSD1,2021,6/29/2021,34
Permafrost Plateau ,Sept-Deep,PPSD2,2021,6/29/2021,29.5
Permafrost Plateau ,Sept-Deep,PPSD3,2021,6/29/2021,45
Permafrost Plateau ,Sept-Deep,PPSD4,2021,6/29/2021,38.5
Active Margin,Control-Hole,AMCH1,2021,7/13/2021,51
Active Margin,Control-Hole,AMCH2,2021,7/13/2021,55
Active Margin,Control-Hole,AMCH3,2021,7/13/2021,120
Active Margin,July-Active,AMJA1,2021,7/13/2021,44
Active Margin,July-Active,AMJA2,2021,7/13/2021,120
Active Margin,July-Active,AMJA3,2021,7/13/2021,120
Active Margin,Sept-Active,AMSA1,2021,7/13/2021,57
Active Margin,Sept-Active,AMSA2,2021,7/13/2021,49
Active Margin,Sept-Active,AMSA3,2021,7/13/2021,47
Active Margin,Sept-Deep,AMSD1,2021,7/13/2021,120
Active Margin,Sept-Deep,AMSD2,2021,7/13/2021,120
Active Margin,Sept-Deep,AMSD3,2021,7/13/2021,65
Permafrost Plateau ,Control,PPC1,2021,7/13/2021,39
Permafrost Plateau ,Control,PPC2,2021,7/13/2021,38
Permafrost Plateau ,Control,PPC3,2021,7/13/2021,41
Permafrost Plateau ,Control,PPC4,2021,7/13/2021,46
Permafrost Plateau ,Control-Hole,PPCH1,2021,7/13/2021,57
Permafrost Plateau ,Control-Hole,PPCH2,2021,7/13/2021,34.5
Permafrost Plateau ,Control-Hole,PPCH3,2021,7/13/2021,47
Permafrost Plateau ,Control-Hole,PPCH4,2021,7/13/2021,36
Permafrost Plateau ,July-Active,PPJA1,2021,7/13/2021,37.5
Permafrost Plateau ,July-Active,PPJA2,2021,7/13/2021,38
Permafrost Plateau ,July-Active,PPJA3,2021,7/13/2021,47
Permafrost Plateau ,July-Active,PPJA4,2021,7/13/2021,49
Permafrost Plateau ,Sept-Active,PPSA1,2021,7/13/2021,38
Permafrost Plateau ,Sept-Active,PPSA2,2021,7/13/2021,41.5
Permafrost Plateau ,Sept-Active,PPSA3,2021,7/13/2021,42.5
Permafrost Plateau ,Sept-Active,PPSA4,2021,7/13/2021,65
Permafrost Plateau ,Sept-Deep,PPSD1,2021,7/13/2021,42
Permafrost Plateau ,Sept-Deep,PPSD2,2021,7/13/2021,38
Permafrost Plateau ,Sept-Deep,PPSD3,2021,7/13/2021,49
Permafrost Plateau ,Sept-Deep,PPSD4,2021,7/13/2021,40
Active Margin,Control-Hole,AMCH1,2021,7/15/2021,51
Active Margin,Control-Hole,AMCH2,2021,7/15/2021,54
Active Margin,Control-Hole,AMCH3,2021,7/15/2021,120
Active Margin,July-Active,AMJA1,2021,7/15/2021,45
Active Margin,July-Active,AMJA2,2021,7/15/2021,120
Active Margin,July-Active,AMJA3,2021,7/15/2021,120
Active Margin,Sept-Active,AMSA1,2021,7/15/2021,54
Active Margin,Sept-Active,AMSA2,2021,7/15/2021,57
Active Margin,Sept-Active,AMSA3,2021,7/15/2021,50.5
Active Margin,Sept-Deep,AMSD1,2021,7/15/2021,120
Active Margin,Sept-Deep,AMSD2,2021,7/15/2021,120
Active Margin,Sept-Deep,AMSD3,2021,7/15/2021,61
Permafrost Plateau ,Control,PPC1,2021,7/15/2021,38.5
Permafrost Plateau ,Control,PPC2,2021,7/15/2021,34
Permafrost Plateau ,Control,PPC3,2021,7/15/2021,30
Permafrost Plateau ,Control,PPC4,2021,7/15/2021,36.5
Permafrost Plateau ,Control-Hole,PPCH1,2021,7/15/2021,53
Permafrost Plateau ,Control-Hole,PPCH2,2021,7/15/2021,34
Permafrost Plateau ,Control-Hole,PPCH3,2021,7/15/2021,55.5
Permafrost Plateau ,Control-Hole,PPCH4,2021,7/15/2021,34
Permafrost Plateau ,July-Active,PPJA1,2021,7/15/2021,33.5
Permafrost Plateau ,July-Active,PPJA2,2021,7/15/2021,26.5
Permafrost Plateau ,July-Active,PPJA3,2021,7/15/2021,43
Permafrost Plateau ,July-Active,PPJA4,2021,7/15/2021,48
Permafrost Plateau ,Sept-Active,PPSA1,2021,7/15/2021,37.5
Permafrost Plateau ,Sept-Active,PPSA2,2021,7/15/2021,42.5
Permafrost Plateau ,Sept-Active,PPSA3,2021,7/15/2021,33
Permafrost Plateau ,Sept-Active,PPSA4,2021,7/15/2021,51.5
Permafrost Plateau ,Sept-Deep,PPSD1,2021,7/15/2021,41
Permafrost Plateau ,Sept-Deep,PPSD2,2021,7/15/2021,38
Permafrost Plateau ,Sept-Deep,PPSD3,2021,7/15/2021,48
Permafrost Plateau ,Sept-Deep,PPSD4,2021,7/15/2021,41.5
Active Margin,Control-Hole,AMCH1,2021,7/29/2021,56
Active Margin,Control-Hole,AMCH2,2021,7/29/2021,120
Active Margin,Control-Hole,AMCH3,2021,7/29/2021,120
Active Margin,July-Active,AMJA1,2021,7/29/2021,52
Active Margin,July-Active,AMJA2,2021,7/29/2021,120
Active Margin,July-Active,AMJA3,2021,7/29/2021,120
Active Margin,Sept-Active,AMSA1,2021,7/29/2021,53
Active Margin,Sept-Active,AMSA2,2021,7/29/2021,54
Active Margin,Sept-Active,AMSA3,2021,7/29/2021,53
Active Margin,Sept-Deep,AMSD1,2021,7/29/2021,120
Active Margin,Sept-Deep,AMSD2,2021,7/29/2021,120
Active Margin,Sept-Deep,AMSD3,2021,7/29/2021,56
Permafrost Plateau ,Control,PPC1,2021,7/29/2021,42
Permafrost Plateau ,Control,PPC2,2021,7/29/2021,31
Permafrost Plateau ,Control,PPC3,2021,7/29/2021,44
