Site,Treatment,Plot,Year,Date,Ice_Depth_cm
Active Margin,Sept-Active,AMSA3,2017,8/2/2017,61
Active Margin,Sept-Deep,AMSD1,2017,8/2/2017,66
Active Margin,Sept-Deep,AMSD2,2017,8/2/2017,120
Active Margin,Sept-Deep,AMSD3,2017,8/2/2017,73
Permafrost Plateau ,Control,PPC1,2017,8/2/2017,52
Permafrost Plateau ,Control,PPC2,2017,8/2/2017,44
Permafrost Plateau ,Control,PPC3,2017,8/2/2017,47
Permafrost Plateau ,Control,PPC4,2017,8/2/2017,52
Permafrost Plateau ,Control-Hole,PPCH1,2017,8/2/2017,54
Permafrost Plateau ,Control-Hole,PPCH2,2017,8/2/2017,40
Permafrost Plateau ,Control-Hole,PPCH3,2017,8/2/2017,70
Permafrost Plateau ,Control-Hole,PPCH4,2017,8/2/2017,54
Permafrost Plateau ,July-Active,PPJA1,2017,8/2/2017,49
Permafrost Plateau ,July-Active,PPJA2,2017,8/2/2017,44
Permafrost Plateau ,July-Active,PPJA3,2017,8/2/2017,55
Permafrost Plateau ,July-Active,PPJA4,2017,8/2/2017,55
Permafrost Plateau ,Sept-Active,PPSA1,2017,8/2/2017,46
Permafrost Plateau ,Sept-Active,PPSA2,2017,8/2/2017,54
Permafrost Plateau ,Sept-Active,PPSA3,2017,8/2/2017,37
Permafrost Plateau ,Sept-Active,PPSA4,2017,8/2/2017,22
Permafrost Plateau ,Sept-Deep,PPSD1,2017,8/2/2017,46
Permafrost Plateau ,Sept-Deep,PPSD2,2017,8/2/2017,59
Permafrost Plateau ,Sept-Deep,PPSD3,2017,8/2/2017,53
Permafrost Plateau ,Sept-Deep,PPSD4,2017,8/2/2017,53
Permafrost Plateau ,Control,PPC1,2017,9/23/2017,59
Permafrost Plateau ,Control,PPC2,2017,9/23/2017,50
Permafrost Plateau ,Control,PPC3,2017,9/24/2017,56
Permafrost Plateau ,Control,PPC4,2017,9/24/2017,61
Permafrost Plateau ,Control-Hole,PPCH1,2017,9/23/2017,70
Permafrost Plateau ,Control-Hole,PPCH2,2017,9/23/2017,51
Permafrost Plateau ,Control-Hole,PPCH3,2017,9/24/2017,92
Permafrost Plateau ,Control-Hole,PPCH4,2017,9/24/2017,69
Permafrost Plateau ,July-Active,PPJA1,2017,9/24/2017,58
Permafrost Plateau ,July-Active,PPJA2,2017,9/23/2017,45
Permafrost Plateau ,July-Active,PPJA3,2017,9/24/2017,69
Permafrost Plateau ,July-Active,PPJA4,2017,9/23/2017,62
Permafrost Plateau ,Sept-Active,PPSA1,2017,9/24/2017,59
Permafrost Plateau ,Sept-Active,PPSA2,2017,9/24/2017,64
Permafrost Plateau ,Sept-Active,PPSA3,2017,9/23/2017,47
Permafrost Plateau ,Sept-Active,PPSA4,2017,9/23/2017,60
Permafrost Plateau ,Sept-Deep,PPSD1,2017,9/23/2017,66
Permafrost Plateau ,Sept-Deep,PPSD2,2017,9/24/2017,75
Permafrost Plateau ,Sept-Deep,PPSD3,2017,9/23/2017,65
Permafrost Plateau ,Sept-Deep,PPSD4,2017,9/24/2017,78
Active Margin,Control-Hole,AMCH1,2017,9/23/2017,70
Active Margin,Control-Hole,AMCH2,2017,9/23/2017,93
Active Margin,Control-Hole,AMCH3,2017,9/23/2017,120
Active Margin,July-Active,AMJA1,2017,9/23/2017,75
Active Margin,July-Active,AMJA2,2017,9/23/2017,120
Active Margin,July-Active,AMJA3,2017,9/23/2017,120
Active Margin,Sept-Active,AMSA1,2017,9/23/2017,78
Active Margin,Sept-Active,AMSA2,2017,9/23/2017,91
Active Margin,Sept-Active,AMSA3,2017,9/23/2017,120
Active Margin,Sept-Deep,AMSD1,2017,9/23/2017,120
Active Margin,Sept-Deep,AMSD2,2017,9/23/2017,120
Active Margin,Sept-Deep,AMSD3,2017,9/23/2017,84
Active Margin,Control-Hole,AMCH1,2017,9/26/2017,66
Active Margin,Control-Hole,AMCH2,2017,9/26/2017,82
Active Margin,Control-Hole,AMCH3,2017,9/26/2017,120
Active Margin,July-Active,AMJA1,2017,9/26/2017,77
Active Margin,July-Active,AMJA2,2017,9/26/2017,120
Active Margin,July-Active,AMJA3,2017,9/26/2017,120
Active Margin,Sept-Active,AMSA1,2017,9/26/2017,79
Active Margin,Sept-Active,AMSA2,2017,9/26/2017,90
Active Margin,Sept-Active,AMSA3,2017,9/26/2017,120
Active Margin,Sept-Deep,AMSD1,2017,9/26/2017,120
Active Margin,Sept-Deep,AMSD2,2017,9/26/2017,120
Active Margin,Sept-Deep,AMSD3,2017,9/26/2017,84
Permafrost Plateau ,Control,PPC1,2017,9/26/2017,58
Permafrost Plateau ,Control,PPC2,2017,9/26/2017,52
Permafrost Plateau ,Control,PPC3,2017,9/26/2017,57
Permafrost Plateau ,Control,PPC4,2017,9/26/2017,58
Permafrost Plateau ,Control-Hole,PPCH1,2017,9/26/2017,73
Permafrost Plateau ,Control-Hole,PPCH2,2017,9/26/2017,47
Permafrost Plateau ,Control-Hole,PPCH3,2017,9/26/2017,92
Permafrost Plateau ,Control-Hole,PPCH4,2017,9/26/2017,66
Permafrost Plateau ,July-Active,PPJA1,2017,9/26/2017,55
Permafrost Plateau ,July-Active,PPJA2,2017,9/26/2017,52.5
Permafrost Plateau ,July-Active,PPJA3,2017,9/26/2017,68
Permafrost Plateau ,July-Active,PPJA4,2017,9/26/2017,60
Permafrost Plateau ,Sept-Active,PPSA1,2017,9/26/2017,59
Permafrost Plateau ,Sept-Active,PPSA2,2017,9/26/2017,63
Permafrost Plateau ,Sept-Active,PPSA3,2017,9/26/2017,45
Permafrost Plateau ,Sept-Active,PPSA4,2017,9/26/2017,65
Permafrost Plateau ,Sept-Deep,PPSD1,2017,9/26/2017,70
Permafrost Plateau ,Sept-Deep,PPSD2,2017,9/26/2017,75
Permafrost Plateau ,Sept-Deep,PPSD3,2017,9/26/2017,58
Permafrost Plateau ,Sept-Deep,PPSD4,2017,9/26/2017,79
Permafrost Plateau ,Control,PPC1,2017,9/27/2017,60
Permafrost Plateau ,Control,PPC2,2017,9/27/2017,54
Permafrost Plateau ,Control,PPC3,2017,9/27/2017,61
Permafrost Plateau ,Control,PPC4,2017,9/27/2017,56
Permafrost Plateau ,Control-Hole,PPCH1,2017,9/27/2017,68
Permafrost Plateau ,Control-Hole,PPCH2,2017,9/27/2017,
Permafrost Plateau ,Control-Hole,PPCH3,2017,9/27/2017,95
Permafrost Plateau ,Control-Hole,PPCH4,2017,9/27/2017,65
Permafrost Plateau ,July-Active,PPJA1,2017,9/27/2017,54
Permafrost Plateau ,July-Active,PPJA2,2017,9/27/2017,
Permafrost Plateau ,July-Active,PPJA3,2017,9/27/2017,69
Permafrost Plateau ,July-Active,PPJA4,2017,9/27/2017,64
Permafrost Plateau ,Sept-Active,PPSA1,2017,9/27/2017,60
Permafrost Plateau ,Sept-Active,PPSA2,2017,9/27/2017,68
Permafrost Plateau ,Sept-Active,PPSA3,2017,9/27/2017,
Permafrost Plateau ,Sept-Active,PPSA4,2017,9/27/2017,67
Permafrost Plateau ,Sept-Deep,PPSD1,2017,9/27/2017,66
Permafrost Plateau ,Sept-Deep,PPSD2,2017,9/27/2017,74
Permafrost Plateau ,Sept-Deep,PPSD3,2017,9/27/2017,63
Permafrost Plateau ,Sept-Deep,PPSD4,2017,9/27/2017,80
Permafrost Plateau ,Control,PPC1,2018,6/3/2018,28
Permafrost Plateau ,Control,PPC2,2018,6/3/2018,24
Permafrost Plateau ,Control,PPC3,2018,6/3/2018,25.5
Permafrost Plateau ,Control,PPC4,2018,6/3/2018,25.5
Permafrost Plateau ,Control-Hole,PPCH1,2018,6/3/2018,31.5
Permafrost Plateau ,Control-Hole,PPCH2,2018,6/3/2018,25
Permafrost Plateau ,Control-Hole,PPCH3,2018,6/3/2018,27
Permafrost Plateau ,Control-Hole,PPCH4,2018,6/3/2018,26.5
Permafrost Plateau ,July-Active,PPJA1,2018,6/3/2018,24.5
Permafrost Plateau ,July-Active,PPJA2,2018,6/3/2018,27
Permafrost Plateau ,July-Active,PPJA3,2018,6/3/2018,27
Permafrost Plateau ,July-Active,PPJA4,2018,6/3/2018,33.5
Permafrost Plateau ,Sept-Active,PPSA1,2018,6/3/2018,24
Permafrost Plateau ,Sept-Active,PPSA2,2018,6/3/2018,31
Permafrost Plateau ,Sept-Active,PPSA3,2018,6/3/2018,18.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,6/4/2018,28
Permafrost Plateau ,Sept-Deep,PPSD1,2018,6/4/2018,24
Permafrost Plateau ,Sept-Deep,PPSD2,2018,6/4/2018,31
Permafrost Plateau ,Sept-Deep,PPSD3,2018,6/5/2018,34
Permafrost Plateau ,Sept-Deep,PPSD4,2018,6/4/2018,26
Active Margin,Control-Hole,AMCH1,2018,6/5/2018,37.5
Active Margin,Control-Hole,AMCH2,2018,6/5/2018,40
Active Margin,Control-Hole,AMCH3,2018,6/5/2018,120
Active Margin,July-Active,AMJA1,2018,6/5/2018,34.5
Active Margin,July-Active,AMJA2,2018,6/5/2018,35
Active Margin,July-Active,AMJA3,2018,6/5/2018,120
Active Margin,Sept-Active,AMSA1,2018,6/5/2018,32.5
Active Margin,Sept-Active,AMSA2,2018,6/5/2018,44
Active Margin,Sept-Active,AMSA3,2018,6/5/2018,37.5
Active Margin,Sept-Deep,AMSD1,2018,6/5/2018,40.5
Active Margin,Sept-Deep,AMSD2,2018,6/5/2018,39
Active Margin,Sept-Deep,AMSD3,2018,6/5/2018,41
Active Margin,Control-Hole,AMCH1,2018,6/7/2018,38.5
Active Margin,Control-Hole,AMCH2,2018,6/7/2018,38
Active Margin,Control-Hole,AMCH3,2018,6/7/2018,120
Active Margin,July-Active,AMJA1,2018,6/7/2018,38
Active Margin,July-Active,AMJA2,2018,6/7/2018,120
Active Margin,July-Active,AMJA3,2018,6/7/2018,120
Active Margin,Sept-Active,AMSA1,2018,6/7/2018,35
Active Margin,Sept-Active,AMSA2,2018,6/7/2018,45
Active Margin,Sept-Active,AMSA3,2018,6/7/2018,37
Active Margin,Sept-Deep,AMSD1,2018,6/7/2018,120
Active Margin,Sept-Deep,AMSD2,2018,6/7/2018,40.5
Active Margin,Sept-Deep,AMSD3,2018,6/7/2018,40.5
Permafrost Plateau ,Control,PPC1,2018,6/7/2018,26
Permafrost Plateau ,Control,PPC2,2018,6/7/2018,26.5
Permafrost Plateau ,Control,PPC3,2018,6/7/2018,25.5
Permafrost Plateau ,Control,PPC4,2018,6/7/2018,27
Permafrost Plateau ,Control-Hole,PPCH1,2018,6/7/2018,59
Permafrost Plateau ,Control-Hole,PPCH2,2018,6/7/2018,21.5
Permafrost Plateau ,Control-Hole,PPCH3,2018,6/7/2018,36.5
Permafrost Plateau ,Control-Hole,PPCH4,2018,6/7/2018,32
Permafrost Plateau ,July-Active,PPJA1,2018,6/7/2018,25
Permafrost Plateau ,July-Active,PPJA2,2018,6/7/2018,16
Permafrost Plateau ,July-Active,PPJA3,2018,6/7/2018,26.5
Permafrost Plateau ,July-Active,PPJA4,2018,6/7/2018,33.5
Permafrost Plateau ,Sept-Active,PPSA1,2018,6/7/2018,28
Permafrost Plateau ,Sept-Active,PPSA2,2018,6/7/2018,29.5
Permafrost Plateau ,Sept-Active,PPSA3,2018,6/7/2018,21.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,6/7/2018,31.5
Permafrost Plateau ,Sept-Deep,PPSD1,2018,6/7/2018,38
Permafrost Plateau ,Sept-Deep,PPSD2,2018,6/7/2018,33
Permafrost Plateau ,Sept-Deep,PPSD3,2018,6/7/2018,36
Permafrost Plateau ,Sept-Deep,PPSD4,2018,6/7/2018,28
Permafrost Plateau ,Control,PPC1,2018,6/15/2018,35
Permafrost Plateau ,Control,PPC2,2018,6/15/2018,26.5
Permafrost Plateau ,Control,PPC3,2018,6/15/2018,31.5
Permafrost Plateau ,Control,PPC4,2018,6/15/2018,40.5
Permafrost Plateau ,Control-Hole,PPCH1,2018,6/15/2018,68.5
Permafrost Plateau ,Control-Hole,PPCH2,2018,6/15/2018,30
Permafrost Plateau ,Control-Hole,PPCH3,2018,6/15/2018,36.5
Permafrost Plateau ,Control-Hole,PPCH4,2018,6/15/2018,38
Permafrost Plateau ,July-Active,PPJA1,2018,6/15/2018,42
Permafrost Plateau ,July-Active,PPJA2,2018,6/15/2018,22
Permafrost Plateau ,July-Active,PPJA3,2018,6/15/2018,28
Permafrost Plateau ,July-Active,PPJA4,2018,6/15/2018,29.5
Permafrost Plateau ,Sept-Active,PPSA1,2018,6/15/2018,30.5
Permafrost Plateau ,Sept-Active,PPSA2,2018,6/15/2018,34.5
Permafrost Plateau ,Sept-Active,PPSA3,2018,6/15/2018,23.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,6/15/2018,33.5
Permafrost Plateau ,Sept-Deep,PPSD1,2018,6/15/2018,33
Permafrost Plateau ,Sept-Deep,PPSD2,2018,6/15/2018,40.5
Permafrost Plateau ,Sept-Deep,PPSD3,2018,6/15/2018,28
Permafrost Plateau ,Sept-Deep,PPSD4,2018,6/15/2018,29.5
Active Margin,Control-Hole,AMCH1,2018,6/15/2018,38
Active Margin,Control-Hole,AMCH2,2018,6/15/2018,42
Active Margin,Control-Hole,AMCH3,2018,6/15/2018,120
Active Margin,July-Active,AMJA1,2018,6/15/2018,38.5
Active Margin,July-Active,AMJA2,2018,6/15/2018,120
Active Margin,July-Active,AMJA3,2018,6/15/2018,120
Active Margin,Sept-Active,AMSA1,2018,6/15/2018,38
Active Margin,Sept-Active,AMSA2,2018,6/15/2018,50
Active Margin,Sept-Active,AMSA3,2018,6/15/2018,44.5
Active Margin,Sept-Deep,AMSD1,2018,6/15/2018,120
Active Margin,Sept-Deep,AMSD2,2018,6/15/2018,120
Active Margin,Sept-Deep,AMSD3,2018,6/15/2018,44
Permafrost Plateau ,Control,PPC1,2018,6/25/2018,41
Permafrost Plateau ,Control,PPC2,2018,6/25/2018,37
Permafrost Plateau ,Control,PPC3,2018,6/25/2018,35
Permafrost Plateau ,Control,PPC4,2018,6/25/2018,59
Permafrost Plateau ,Control-Hole,PPCH1,2018,6/25/2018,71
Permafrost Plateau ,Control-Hole,PPCH2,2018,6/25/2018,29
Permafrost Plateau ,Control-Hole,PPCH3,2018,6/25/2018,84
Permafrost Plateau ,Control-Hole,PPCH4,2018,6/25/2018,39.5
Permafrost Plateau ,July-Active,PPJA1,2018,6/25/2018,58
Permafrost Plateau ,July-Active,PPJA2,2018,6/25/2018,33
Permafrost Plateau ,July-Active,PPJA3,2018,6/25/2018,75
Permafrost Plateau ,July-Active,PPJA4,2018,6/25/2018,66
Permafrost Plateau ,Sept-Active,PPSA1,2018,6/25/2018,34
Permafrost Plateau ,Sept-Active,PPSA2,2018,6/25/2018,66
Permafrost Plateau ,Sept-Active,PPSA3,2018,6/25/2018,26
Permafrost Plateau ,Sept-Active,PPSA4,2018,6/25/2018,70
Permafrost Plateau ,Sept-Deep,PPSD1,2018,6/25/2018,37
Permafrost Plateau ,Sept-Deep,PPSD2,2018,6/25/2018,40
Permafrost Plateau ,Sept-Deep,PPSD3,2018,6/25/2018,54
Permafrost Plateau ,Sept-Deep,PPSD4,2018,6/25/2018,39
Active Margin,Control-Hole,AMCH1,2018,6/25/2018,48
Active Margin,Control-Hole,AMCH2,2018,6/25/2018,92
Active Margin,Control-Hole,AMCH3,2018,6/25/2018,120
Active Margin,July-Active,AMJA1,2018,6/25/2018,47
Active Margin,July-Active,AMJA2,2018,6/25/2018,120
Active Margin,July-Active,AMJA3,2018,6/25/2018,120
Active Margin,Sept-Active,AMSA1,2018,6/25/2018,44
Active Margin,Sept-Active,AMSA2,2018,6/25/2018,94
Active Margin,Sept-Active,AMSA3,2018,6/25/2018,120
Active Margin,Sept-Deep,AMSD1,2018,6/25/2018,120
Active Margin,Sept-Deep,AMSD2,2018,6/25/2018,120
Active Margin,Sept-Deep,AMSD3,2018,6/25/2018,92
Active Margin,Control-Hole,AMCH1,2018,7/3/2018,52.5
Active Margin,Control-Hole,AMCH2,2018,7/3/2018,97
Active Margin,Control-Hole,AMCH3,2018,7/3/2018,120
Active Margin,July-Active,AMJA1,2018,7/3/2018,51
Active Margin,July-Active,AMJA2,2018,7/3/2018,120
Active Margin,July-Active,AMJA3,2018,7/3/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/3/2018,51.5
Active Margin,Sept-Active,AMSA2,2018,7/3/2018,86.5
Active Margin,Sept-Active,AMSA3,2018,7/3/2018,120
Active Margin,Sept-Deep,AMSD1,2018,7/3/2018,120
Active Margin,Sept-Deep,AMSD2,2018,7/3/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/3/2018,120
Permafrost Plateau ,Control,PPC1,2018,7/3/2018,45
Permafrost Plateau ,Control,PPC2,2018,7/3/2018,31.5
Permafrost Plateau ,Control,PPC3,2018,7/3/2018,36
Permafrost Plateau ,Control,PPC4,2018,7/3/2018,47.5
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/3/2018,68.5
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/3/2018,30.5
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/3/2018,81
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/3/2018,42
Permafrost Plateau ,July-Active,PPJA1,2018,7/3/2018,53
Permafrost Plateau ,July-Active,PPJA2,2018,7/3/2018,31.5
Permafrost Plateau ,July-Active,PPJA3,2018,7/3/2018,72
Permafrost Plateau ,July-Active,PPJA4,2018,7/3/2018,49
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/3/2018,38.5
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/3/2018,66.5
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/3/2018,29.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/3/2018,55.5
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/3/2018,60
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/3/2018,47.5
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/3/2018,62
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/3/2018,68.5
Permafrost Plateau ,Control,PPC1,2018,7/6/2018,40
Permafrost Plateau ,Control,PPC2,2018,7/6/2018,33
Permafrost Plateau ,Control,PPC3,2018,7/6/2018,43
Permafrost Plateau ,Control,PPC4,2018,7/6/2018,44
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/6/2018,74
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/6/2018,29
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/6/2018,89
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/6/2018,44
Permafrost Plateau ,July-Active,PPJA1,2018,7/6/2018,58
Permafrost Plateau ,July-Active,PPJA2,2018,7/6/2018,36
Permafrost Plateau ,July-Active,PPJA3,2018,7/6/2018,70
Permafrost Plateau ,July-Active,PPJA4,2018,7/6/2018,50
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/6/2018,39
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/6/2018,67
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/6/2018,25.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/6/2018,76
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/6/2018,70
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/6/2018,70
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/6/2018,63.5
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/6/2018,46
Active Margin,Control-Hole,AMCH1,2018,7/6/2018,95
Active Margin,Control-Hole,AMCH2,2018,7/6/2018,91
Active Margin,Control-Hole,AMCH3,2018,7/6/2018,120
Active Margin,July-Active,AMJA1,2018,7/6/2018,81.5
Active Margin,July-Active,AMJA2,2018,7/6/2018,120
Active Margin,July-Active,AMJA3,2018,7/6/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/6/2018,55
Active Margin,Sept-Active,AMSA2,2018,7/6/2018,86.5
Active Margin,Sept-Active,AMSA3,2018,7/6/2018,106.5
Active Margin,Sept-Deep,AMSD1,2018,7/6/2018,120
Active Margin,Sept-Deep,AMSD2,2018,7/6/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/6/2018,94
Permafrost Plateau ,Control,PPC1,2018,7/16/2018,44
Permafrost Plateau ,Control,PPC2,2018,7/16/2018,39
Permafrost Plateau ,Control,PPC3,2018,7/16/2018,43
Permafrost Plateau ,Control,PPC4,2018,7/16/2018,63
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/16/2018,75
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/16/2018,34
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/16/2018,89
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/16/2018,51
Permafrost Plateau ,July-Active,PPJA1,2018,7/16/2018,61
Permafrost Plateau ,July-Active,PPJA2,2018,7/16/2018,33
Permafrost Plateau ,July-Active,PPJA3,2018,7/16/2018,77
Permafrost Plateau ,July-Active,PPJA4,2018,7/16/2018,70
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/16/2018,40
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/16/2018,65
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/16/2018,32
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/16/2018,64
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/16/2018,66
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/16/2018,75
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/16/2018,57
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/16/2018,74
Active Margin,Control-Hole,AMCH1,2018,7/16/2018,69
Active Margin,Control-Hole,AMCH2,2018,7/16/2018,95
Active Margin,Control-Hole,AMCH3,2018,7/16/2018,120
Active Margin,July-Active,AMJA1,2018,7/16/2018,78
Active Margin,July-Active,AMJA2,2018,7/16/2018,120
Active Margin,July-Active,AMJA3,2018,7/16/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/16/2018,75
Active Margin,Sept-Active,AMSA2,2018,7/16/2018,90
Active Margin,Sept-Active,AMSA3,2018,7/16/2018,120
Active Margin,Sept-Deep,AMSD1,2018,7/16/2018,120
Active Margin,Sept-Deep,AMSD2,2018,7/16/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/16/2018,91
Active Margin,Control-Hole,AMCH1,2018,7/19/2018,96
Active Margin,Control-Hole,AMCH2,2018,7/19/2018,87
Active Margin,Control-Hole,AMCH3,2018,7/19/2018,120
Active Margin,July-Active,AMJA1,2018,7/19/2018,120
Active Margin,July-Active,AMJA2,2018,7/19/2018,143
Active Margin,July-Active,AMJA3,2018,7/19/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/19/2018,75
Active Margin,Sept-Active,AMSA2,2018,7/19/2018,94
Active Margin,Sept-Active,AMSA3,2018,7/19/2018,120
Active Margin,Sept-Deep,AMSD1,2018,7/19/2018,77
Active Margin,Sept-Deep,AMSD2,2018,7/19/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/19/2018,91
Permafrost Plateau ,Control,PPC1,2018,7/19/2018,47
Permafrost Plateau ,Control,PPC2,2018,7/19/2018,40
Permafrost Plateau ,Control,PPC3,2018,7/19/2018,44
Permafrost Plateau ,Control,PPC4,2018,7/19/2018,61
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/19/2018,74
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/19/2018,34
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/19/2018,94
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/19/2018,44
Permafrost Plateau ,July-Active,PPJA1,2018,7/19/2018,61
Permafrost Plateau ,July-Active,PPJA2,2018,7/19/2018,39
Permafrost Plateau ,July-Active,PPJA3,2018,7/19/2018,74
Permafrost Plateau ,July-Active,PPJA4,2018,7/19/2018,63
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/19/2018,42
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/19/2018,70
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/19/2018,35
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/19/2018,63
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/19/2018,67
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/19/2018,75
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/19/2018,57
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/19/2018,74
Active Margin,Control-Hole,AMCH1,2018,7/26/2018,74
Active Margin,Control-Hole,AMCH2,2018,7/26/2018,90.5
Active Margin,Control-Hole,AMCH3,2018,7/26/2018,120
Active Margin,July-Active,AMJA1,2018,7/26/2018,83
Active Margin,July-Active,AMJA2,2018,7/26/2018,132
Active Margin,July-Active,AMJA3,2018,7/26/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/26/2018,73
Active Margin,Sept-Active,AMSA2,2018,7/26/2018,86.5
Active Margin,Sept-Active,AMSA3,2018,7/26/2018,120
Active Margin,Sept-Deep,AMSD1,2018,7/26/2018,120
Active Margin,Sept-Deep,AMSD2,2018,7/26/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/26/2018,87
Permafrost Plateau ,Control,PPC1,2018,7/26/2018,49.5
Permafrost Plateau ,Control,PPC2,2018,7/26/2018,42.5
Permafrost Plateau ,Control,PPC3,2018,7/26/2018,45
Permafrost Plateau ,Control,PPC4,2018,7/26/2018,64
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/26/2018,74
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/26/2018,37
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/26/2018,84.5
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/26/2018,51
Permafrost Plateau ,July-Active,PPJA1,2018,7/26/2018,58
Permafrost Plateau ,July-Active,PPJA2,2018,7/26/2018,39.5
Permafrost Plateau ,July-Active,PPJA3,2018,7/26/2018,69.5
Permafrost Plateau ,July-Active,PPJA4,2018,7/26/2018,59.5
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/26/2018,43.5
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/26/2018,70
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/26/2018,36.5
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/26/2018,71
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/26/2018,71.5
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/26/2018,79
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/26/2018,68.5
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/26/2018,78.5
Permafrost Plateau ,Control,PPC1,2018,7/29/2018,50
Permafrost Plateau ,Control,PPC2,2018,7/29/2018,42
Permafrost Plateau ,Control,PPC3,2018,7/29/2018,47
Permafrost Plateau ,Control,PPC4,2018,7/29/2018,58
Permafrost Plateau ,Control-Hole,PPCH1,2018,7/29/2018,74
Permafrost Plateau ,Control-Hole,PPCH2,2018,7/29/2018,37
Permafrost Plateau ,Control-Hole,PPCH3,2018,7/29/2018,93
Permafrost Plateau ,Control-Hole,PPCH4,2018,7/29/2018,54
Permafrost Plateau ,July-Active,PPJA1,2018,7/29/2018,58
Permafrost Plateau ,July-Active,PPJA2,2018,7/29/2018,40
Permafrost Plateau ,July-Active,PPJA3,2018,7/29/2018,75
Permafrost Plateau ,July-Active,PPJA4,2018,7/29/2018,77
Permafrost Plateau ,Sept-Active,PPSA1,2018,7/29/2018,42
Permafrost Plateau ,Sept-Active,PPSA2,2018,7/29/2018,67
Permafrost Plateau ,Sept-Active,PPSA3,2018,7/29/2018,38
Permafrost Plateau ,Sept-Active,PPSA4,2018,7/29/2018,63
Permafrost Plateau ,Sept-Deep,PPSD1,2018,7/29/2018,64
